customer_id,transaction_date,transaction_amount,transaction_type,transaction_description
763,22:33.3,4037,payment,Restaurant Bill
763,29:54.1,5679,payment,Grocery Shopping
763,38:20.0,7484,withdrawal,Online Transfer
763,53:50.9,9490,withdrawal,Bill Payment
764,07:10.1,5472,deposit,Check Deposit
764,43:36.7,2513,deposit,Cash Deposit
764,34:31.5,4365,deposit,Salary Deposit
765,03:38.6,2486,payment,Grocery Shopping
765,35:45.0,4778,deposit,Salary Deposit
765,42:32.1,8073,payment,Online Purchase
765,59:55.2,1797,payment,Restaurant Bill
765,45:04.5,558,withdrawal,Online Transfer
765,07:53.5,3344,withdrawal,Bill Payment
765,00:12.5,8087,payment,Online Purchase
766,22:18.7,8080,withdrawal,ATM Withdrawal
766,24:04.7,2645,payment,Grocery Shopping
766,39:05.6,8815,payment,Grocery Shopping
766,38:33.4,7803,deposit,Salary Deposit
766,53:18.6,1056,deposit,Salary Deposit
766,38:56.9,2776,withdrawal,Online Transfer
766,09:35.3,4843,deposit,Cash Deposit
766,43:00.3,3552,withdrawal,Bill Payment
767,27:01.8,420,deposit,Check Deposit
768,57:27.0,4779,withdrawal,Online Transfer
768,27:34.9,2605,withdrawal,Bill Payment
769,05:16.0,369,withdrawal,ATM Withdrawal
769,52:34.6,4442,deposit,Check Deposit
770,57:22.6,4291,payment,Grocery Shopping
770,44:11.3,4301,payment,Online Purchase
770,55:22.0,8333,withdrawal,ATM Withdrawal
770,39:55.8,9471,payment,Grocery Shopping
771,06:50.8,6951,payment,Grocery Shopping
771,39:18.7,4262,withdrawal,Bill Payment
771,02:19.5,9023,withdrawal,Bill Payment
771,15:05.2,8326,deposit,Check Deposit
771,06:29.3,585,payment,Online Purchase
772,14:42.5,2293,payment,Restaurant Bill
772,11:09.0,8258,deposit,Salary Deposit
772,19:19.4,4403,payment,Restaurant Bill
772,57:45.6,1631,withdrawal,ATM Withdrawal
773,14:44.5,2486,deposit,Cash Deposit
773,29:38.5,4777,payment,Online Purchase
773,38:40.3,8302,deposit,Cash Deposit
773,45:21.5,6894,payment,Restaurant Bill
773,41:14.1,7926,deposit,Salary Deposit
774,23:03.4,8711,withdrawal,Bill Payment
774,03:14.0,7220,payment,Grocery Shopping
774,17:42.9,9520,deposit,Salary Deposit
774,51:47.9,7696,withdrawal,Bill Payment
774,03:03.8,306,withdrawal,Bill Payment
774,58:21.8,177,withdrawal,Bill Payment
775,03:46.0,5747,payment,Restaurant Bill
775,39:07.6,765,deposit,Check Deposit
775,32:52.2,3159,withdrawal,ATM Withdrawal
775,33:45.3,7479,deposit,Cash Deposit
775,21:41.6,8038,deposit,Cash Deposit
776,22:41.8,2263,deposit,Check Deposit
776,14:13.6,6721,payment,Online Purchase
776,04:00.8,351,payment,Grocery Shopping
776,29:37.6,6803,withdrawal,ATM Withdrawal
776,34:03.9,1944,withdrawal,Bill Payment
776,12:29.0,8033,deposit,Salary Deposit
776,35:57.4,1950,withdrawal,ATM Withdrawal
776,41:31.7,1627,withdrawal,ATM Withdrawal
777,33:52.8,5459,withdrawal,Online Transfer
778,56:35.0,527,payment,Online Purchase
778,03:31.7,702,deposit,Check Deposit
778,18:22.5,5004,payment,Restaurant Bill
778,25:34.0,4926,withdrawal,ATM Withdrawal
778,15:55.1,8875,deposit,Salary Deposit
779,02:35.2,4776,deposit,Check Deposit
780,00:07.9,2353,payment,Grocery Shopping
780,07:10.9,6340,deposit,Salary Deposit
780,03:23.5,8796,payment,Online Purchase
780,14:57.7,5713,withdrawal,Bill Payment
780,56:11.6,504,deposit,Cash Deposit
781,02:43.8,2146,deposit,Check Deposit
781,16:05.9,8165,payment,Online Purchase
781,56:14.7,1827,deposit,Salary Deposit
781,25:39.6,6658,payment,Grocery Shopping
781,25:14.6,1409,payment,Restaurant Bill
781,34:10.0,5076,withdrawal,Online Transfer
781,17:10.5,4703,deposit,Check Deposit
781,41:31.3,1873,payment,Restaurant Bill
782,40:47.8,1320,deposit,Salary Deposit
783,48:35.9,6858,deposit,Cash Deposit
783,22:02.5,8924,withdrawal,ATM Withdrawal
783,01:12.3,7637,withdrawal,ATM Withdrawal
783,06:40.1,9189,deposit,Check Deposit
783,39:27.0,6926,deposit,Cash Deposit
783,47:41.4,8053,payment,Restaurant Bill
784,20:37.9,5062,deposit,Cash Deposit
784,24:06.2,6363,withdrawal,Online Transfer
784,16:46.1,3698,payment,Restaurant Bill
784,38:34.2,7492,deposit,Salary Deposit
784,40:24.8,698,withdrawal,ATM Withdrawal
784,08:31.8,4092,withdrawal,Bill Payment
784,32:56.3,1871,payment,Restaurant Bill
784,52:57.3,4558,payment,Restaurant Bill
784,34:08.7,6651,deposit,Check Deposit
785,57:41.3,5525,deposit,Check Deposit
785,24:18.3,1530,withdrawal,Bill Payment
785,45:31.6,9880,withdrawal,Online Transfer
785,13:57.7,3462,withdrawal,ATM Withdrawal
785,26:03.5,9740,withdrawal,Bill Payment
785,04:07.9,8020,payment,Restaurant Bill
785,56:15.9,4908,deposit,Check Deposit
785,44:54.0,2214,payment,Restaurant Bill
786,32:48.3,2519,deposit,Check Deposit
786,04:55.7,3062,payment,Restaurant Bill
786,57:04.3,4212,deposit,Check Deposit
786,38:33.8,8601,payment,Online Purchase
786,11:46.7,8089,payment,Restaurant Bill
786,23:19.1,8930,payment,Restaurant Bill
786,02:51.0,6617,withdrawal,ATM Withdrawal
786,52:43.9,3263,deposit,Check Deposit
786,21:27.2,4344,payment,Grocery Shopping
787,43:03.7,460,payment,Restaurant Bill
787,42:47.2,3311,deposit,Check Deposit
787,12:02.9,4844,withdrawal,Online Transfer
787,17:52.4,1585,withdrawal,ATM Withdrawal
787,49:54.1,342,withdrawal,Bill Payment
787,00:01.4,1164,deposit,Cash Deposit
788,17:00.1,5830,deposit,Cash Deposit
788,52:41.2,7436,payment,Grocery Shopping
788,53:19.3,3404,withdrawal,ATM Withdrawal
789,18:23.0,2679,withdrawal,Bill Payment
789,25:06.4,1950,withdrawal,Bill Payment
789,57:09.0,3609,payment,Restaurant Bill
790,57:13.4,7838,deposit,Check Deposit
790,42:19.1,7578,withdrawal,Bill Payment
790,57:51.0,9917,withdrawal,Bill Payment
790,47:34.6,9275,payment,Grocery Shopping
790,03:43.6,8103,withdrawal,ATM Withdrawal
790,05:51.3,2593,deposit,Cash Deposit
790,30:55.7,2645,deposit,Cash Deposit
791,49:56.6,8988,deposit,Cash Deposit
791,47:13.3,8729,deposit,Cash Deposit
791,51:10.9,9381,payment,Restaurant Bill
792,58:34.4,6118,deposit,Cash Deposit
792,48:51.9,8790,withdrawal,ATM Withdrawal
792,59:40.1,1863,deposit,Salary Deposit
792,47:42.9,1032,deposit,Check Deposit
792,53:52.3,2942,withdrawal,ATM Withdrawal
792,00:34.6,1668,payment,Restaurant Bill
792,01:22.2,6982,deposit,Cash Deposit
793,09:59.0,8181,payment,Restaurant Bill
793,27:17.7,1746,withdrawal,ATM Withdrawal
794,35:47.9,9478,deposit,Salary Deposit
794,01:21.0,8551,payment,Grocery Shopping
794,50:17.5,3910,deposit,Cash Deposit
794,22:00.6,6717,withdrawal,ATM Withdrawal
794,58:33.2,3958,withdrawal,Online Transfer
794,21:45.1,9184,payment,Online Purchase
794,18:46.7,2408,withdrawal,Bill Payment
795,16:53.1,9689,payment,Restaurant Bill
795,00:56.3,1205,payment,Restaurant Bill
795,46:25.1,7802,deposit,Cash Deposit
795,38:14.9,9109,deposit,Salary Deposit
795,18:53.7,3339,payment,Online Purchase
795,36:22.5,9868,deposit,Salary Deposit
795,18:17.3,1586,deposit,Salary Deposit
795,17:28.2,3812,withdrawal,ATM Withdrawal
796,19:40.3,6666,payment,Grocery Shopping
796,20:42.3,8642,withdrawal,ATM Withdrawal
796,14:30.0,5897,withdrawal,Bill Payment
796,06:44.2,7693,deposit,Cash Deposit
796,26:53.5,4238,withdrawal,Bill Payment
796,20:07.9,7305,payment,Grocery Shopping
796,48:36.5,4092,deposit,Check Deposit
796,53:30.2,1643,deposit,Check Deposit
797,02:59.5,1033,payment,Restaurant Bill
797,31:51.1,2375,withdrawal,ATM Withdrawal
797,04:44.9,6968,withdrawal,Online Transfer
797,06:30.6,8805,payment,Online Purchase
797,39:34.6,3716,withdrawal,Bill Payment
797,42:58.8,2856,deposit,Salary Deposit
797,10:29.6,3293,deposit,Salary Deposit
798,32:05.6,4901,withdrawal,Bill Payment
798,32:52.9,4274,deposit,Salary Deposit
798,41:26.1,6583,withdrawal,Online Transfer
798,28:55.8,7000,payment,Grocery Shopping
798,43:55.6,536,withdrawal,Online Transfer
798,00:58.4,3932,deposit,Salary Deposit
798,35:28.1,7445,deposit,Salary Deposit
798,52:23.8,8554,payment,Grocery Shopping
798,19:27.9,1206,withdrawal,Bill Payment
799,30:38.8,3969,withdrawal,Bill Payment
799,00:34.8,6365,payment,Online Purchase
799,19:26.5,8299,deposit,Check Deposit
799,50:16.0,5265,deposit,Salary Deposit
799,33:19.5,788,withdrawal,ATM Withdrawal
800,03:34.3,2892,payment,Online Purchase
800,06:17.8,4604,payment,Restaurant Bill
801,18:51.8,6980,deposit,Check Deposit
801,10:45.4,6114,payment,Grocery Shopping
801,00:42.8,3300,payment,Grocery Shopping
801,12:11.1,2467,deposit,Cash Deposit
801,57:46.7,8495,deposit,Salary Deposit
801,47:19.7,255,deposit,Salary Deposit
801,06:48.7,2416,withdrawal,ATM Withdrawal
801,36:54.8,4549,deposit,Cash Deposit
801,12:36.4,9802,deposit,Check Deposit
802,58:09.8,1251,deposit,Salary Deposit
802,39:53.9,8888,withdrawal,Bill Payment
802,36:17.5,8413,withdrawal,ATM Withdrawal
802,36:33.6,4845,payment,Grocery Shopping
802,55:26.4,3913,withdrawal,Bill Payment
802,30:26.4,7363,deposit,Cash Deposit
802,17:31.8,6741,deposit,Salary Deposit
803,51:09.0,6508,payment,Grocery Shopping
803,18:41.8,6855,payment,Restaurant Bill
803,31:21.4,9005,deposit,Cash Deposit
803,31:41.2,2773,deposit,Cash Deposit
803,00:40.8,8439,withdrawal,Online Transfer
804,24:10.9,2319,deposit,Cash Deposit
804,06:35.7,7589,deposit,Check Deposit
804,40:24.9,8835,withdrawal,ATM Withdrawal
806,26:05.2,5853,withdrawal,Online Transfer
806,07:22.2,2304,payment,Online Purchase
806,39:11.6,5593,payment,Restaurant Bill
806,51:28.0,7606,deposit,Cash Deposit
806,13:36.6,3129,payment,Restaurant Bill
806,23:14.6,5648,deposit,Cash Deposit
806,44:33.5,480,payment,Grocery Shopping
806,24:39.5,2789,payment,Online Purchase
807,58:13.5,9938,deposit,Cash Deposit
807,11:10.1,8802,deposit,Check Deposit
807,00:29.6,1984,withdrawal,ATM Withdrawal
807,50:08.0,8807,deposit,Check Deposit
807,06:23.0,1826,payment,Online Purchase
807,36:22.8,4780,withdrawal,ATM Withdrawal
807,20:58.5,9416,payment,Grocery Shopping
807,44:16.9,5229,withdrawal,ATM Withdrawal
808,16:29.3,1237,payment,Online Purchase
808,57:30.0,7145,payment,Grocery Shopping
809,50:57.1,2887,withdrawal,Online Transfer
809,18:33.4,4483,payment,Online Purchase
809,01:24.8,2826,withdrawal,Bill Payment
809,32:48.7,6040,payment,Online Purchase
809,08:38.5,6984,withdrawal,Bill Payment
809,27:05.4,1850,payment,Online Purchase
809,08:35.4,4123,payment,Restaurant Bill
810,59:51.3,6994,withdrawal,ATM Withdrawal
810,06:07.2,389,payment,Online Purchase
810,45:29.2,5933,withdrawal,Bill Payment
810,53:20.1,4641,withdrawal,Bill Payment
810,31:53.5,1954,withdrawal,ATM Withdrawal
810,10:29.6,849,payment,Online Purchase
810,13:18.6,9632,withdrawal,Online Transfer
810,18:37.4,4422,deposit,Cash Deposit
810,01:47.7,6743,payment,Grocery Shopping
811,01:10.1,6061,payment,Online Purchase
812,24:36.8,8252,withdrawal,Online Transfer
812,44:30.7,6129,withdrawal,Online Transfer
813,06:04.2,4470,payment,Restaurant Bill
813,46:04.6,5713,payment,Grocery Shopping
813,28:13.3,4230,withdrawal,ATM Withdrawal
813,05:01.0,5004,withdrawal,Bill Payment
813,20:22.0,3241,payment,Restaurant Bill
813,07:14.5,8976,deposit,Salary Deposit
813,07:44.3,4141,withdrawal,Bill Payment
813,28:41.4,7993,payment,Restaurant Bill
814,46:30.3,627,deposit,Check Deposit
814,25:43.8,7684,deposit,Salary Deposit
814,39:53.4,5336,payment,Grocery Shopping
814,46:08.7,9914,withdrawal,Bill Payment
814,57:02.7,7824,payment,Online Purchase
814,07:41.8,5561,withdrawal,Online Transfer
815,00:45.8,3303,payment,Grocery Shopping
816,18:56.1,6053,withdrawal,ATM Withdrawal
816,01:38.3,1144,withdrawal,Bill Payment
816,47:19.9,7106,withdrawal,ATM Withdrawal
817,01:22.4,6243,withdrawal,Online Transfer
817,14:31.2,627,deposit,Salary Deposit
817,31:58.5,3117,payment,Grocery Shopping
817,19:05.5,4861,withdrawal,Online Transfer
817,33:10.8,2783,payment,Restaurant Bill
817,33:26.9,4269,withdrawal,ATM Withdrawal
817,32:58.8,9281,deposit,Cash Deposit
818,12:53.0,786,withdrawal,Bill Payment
819,43:54.0,1444,deposit,Cash Deposit
820,26:11.3,8099,payment,Online Purchase
820,31:56.4,7957,payment,Online Purchase
820,42:11.1,3617,payment,Online Purchase
820,31:40.2,4499,withdrawal,ATM Withdrawal
820,34:45.3,118,payment,Restaurant Bill
821,19:01.5,1429,withdrawal,Online Transfer
822,19:44.8,6987,deposit,Cash Deposit
822,14:20.1,1535,deposit,Salary Deposit
822,32:25.1,2374,withdrawal,Bill Payment
822,23:13.1,9940,deposit,Check Deposit
823,26:27.3,5799,payment,Online Purchase
823,01:26.2,4719,deposit,Salary Deposit
823,59:25.2,1437,deposit,Check Deposit
823,39:02.6,9580,payment,Restaurant Bill
824,07:37.9,6976,withdrawal,Online Transfer
824,15:12.9,6345,deposit,Cash Deposit
824,52:46.9,7540,deposit,Cash Deposit
824,55:12.7,7813,withdrawal,Online Transfer
824,22:27.6,5800,payment,Restaurant Bill
824,10:43.6,4459,withdrawal,Bill Payment
824,50:51.1,6620,withdrawal,Online Transfer
825,02:23.4,6340,deposit,Salary Deposit
826,11:54.5,6049,withdrawal,Bill Payment
826,52:22.1,9185,payment,Restaurant Bill
826,12:23.9,9226,withdrawal,Bill Payment
826,52:38.5,4496,deposit,Check Deposit
826,19:30.8,9970,withdrawal,Online Transfer
826,10:02.9,8368,withdrawal,ATM Withdrawal
826,58:50.8,4957,withdrawal,ATM Withdrawal
826,47:55.6,9938,deposit,Salary Deposit
826,42:06.4,2794,withdrawal,ATM Withdrawal
827,26:18.5,4247,payment,Online Purchase
827,24:56.8,3476,deposit,Cash Deposit
827,15:07.8,8273,deposit,Cash Deposit
827,49:51.6,5842,deposit,Salary Deposit
827,20:23.8,4660,payment,Restaurant Bill
827,12:47.5,1199,payment,Online Purchase
827,46:20.0,4753,withdrawal,Online Transfer
827,27:44.9,7869,deposit,Salary Deposit
828,22:23.5,7451,payment,Grocery Shopping
828,18:38.3,1011,payment,Restaurant Bill
828,43:23.6,3505,payment,Grocery Shopping
828,16:09.8,1837,withdrawal,ATM Withdrawal
828,31:13.7,5459,deposit,Salary Deposit
828,46:30.9,9724,payment,Restaurant Bill
829,15:35.4,3952,withdrawal,Online Transfer
829,55:26.3,8911,withdrawal,ATM Withdrawal
829,51:06.1,4005,deposit,Check Deposit
829,57:20.6,9054,payment,Restaurant Bill
830,52:44.6,4133,deposit,Check Deposit
830,03:20.8,4808,deposit,Check Deposit
830,55:18.5,1742,deposit,Salary Deposit
831,39:23.2,1260,withdrawal,ATM Withdrawal
831,25:33.4,2063,deposit,Salary Deposit
831,50:57.0,9226,withdrawal,Online Transfer
831,24:23.6,3157,deposit,Salary Deposit
831,30:02.1,8700,deposit,Cash Deposit
831,26:05.6,3575,deposit,Cash Deposit
831,52:59.1,5486,payment,Online Purchase
832,10:00.5,9865,deposit,Salary Deposit
832,56:54.9,5370,payment,Online Purchase
832,18:38.2,8117,deposit,Cash Deposit
832,46:32.7,6790,withdrawal,Online Transfer
832,17:58.5,5818,withdrawal,Bill Payment
833,15:29.6,7214,deposit,Cash Deposit
834,13:09.3,9194,deposit,Cash Deposit
834,03:58.1,2471,withdrawal,Bill Payment
834,11:45.7,1753,deposit,Cash Deposit
834,40:53.8,9943,withdrawal,ATM Withdrawal
834,12:20.1,3222,payment,Online Purchase
834,15:54.3,3531,deposit,Check Deposit
835,09:39.1,8308,payment,Restaurant Bill
835,25:54.4,1255,withdrawal,Online Transfer
835,12:32.4,6103,withdrawal,ATM Withdrawal
835,07:01.6,4967,withdrawal,ATM Withdrawal
836,33:49.6,9952,payment,Online Purchase
836,35:59.2,6905,payment,Grocery Shopping
836,18:39.3,7886,withdrawal,ATM Withdrawal
836,18:44.4,2778,payment,Online Purchase
836,12:16.6,2221,payment,Restaurant Bill
836,06:51.2,8891,deposit,Check Deposit
836,48:13.3,6099,payment,Grocery Shopping
836,53:57.3,5658,deposit,Salary Deposit
836,43:54.5,3014,deposit,Salary Deposit
837,02:11.8,360,payment,Online Purchase
837,34:54.4,1712,payment,Online Purchase
837,13:18.4,9207,payment,Restaurant Bill
838,02:51.1,5517,withdrawal,ATM Withdrawal
839,59:18.4,1172,payment,Restaurant Bill
839,26:50.1,5326,deposit,Check Deposit
839,48:28.2,6581,deposit,Check Deposit
840,30:45.8,8949,payment,Restaurant Bill
840,32:14.6,3861,payment,Grocery Shopping
840,52:01.7,3014,payment,Grocery Shopping
841,02:19.8,3381,payment,Restaurant Bill
841,48:06.2,1122,deposit,Salary Deposit
841,15:27.9,2039,deposit,Check Deposit
841,47:17.1,6947,payment,Restaurant Bill
841,27:01.8,9416,withdrawal,Online Transfer
842,08:18.6,6197,withdrawal,Online Transfer
842,26:07.8,6579,deposit,Check Deposit
842,36:14.6,7874,deposit,Salary Deposit
842,44:20.1,4720,deposit,Check Deposit
842,02:26.8,251,withdrawal,ATM Withdrawal
842,34:21.7,1090,deposit,Check Deposit
842,15:24.5,6232,withdrawal,Bill Payment
842,58:36.1,3389,payment,Restaurant Bill
843,48:03.9,2868,payment,Online Purchase
843,58:20.1,4161,deposit,Cash Deposit
843,40:23.5,3867,deposit,Salary Deposit
844,39:25.8,1210,withdrawal,ATM Withdrawal
844,11:11.7,7758,withdrawal,Bill Payment
845,35:00.0,5687,deposit,Cash Deposit
845,50:41.9,1930,withdrawal,Online Transfer
845,56:55.9,3358,deposit,Cash Deposit
845,34:49.6,9962,withdrawal,Bill Payment
845,28:48.9,811,withdrawal,Bill Payment
845,06:18.4,8327,withdrawal,Online Transfer
845,57:56.6,9856,deposit,Cash Deposit
845,15:47.3,1699,deposit,Cash Deposit
846,34:25.5,4768,payment,Restaurant Bill
846,23:11.0,7135,withdrawal,ATM Withdrawal
846,38:32.0,7751,withdrawal,Online Transfer
846,39:38.6,9367,deposit,Salary Deposit
846,25:04.4,3390,payment,Grocery Shopping
846,37:45.7,223,withdrawal,Online Transfer
846,47:00.9,3076,withdrawal,Bill Payment
846,30:54.2,8258,payment,Grocery Shopping
846,53:35.9,9844,withdrawal,Online Transfer
847,59:14.4,742,withdrawal,ATM Withdrawal
847,32:28.3,233,withdrawal,Bill Payment
847,52:37.8,9524,deposit,Salary Deposit
848,20:17.2,1763,withdrawal,ATM Withdrawal
848,02:22.5,2311,payment,Online Purchase
849,04:18.9,2242,deposit,Salary Deposit
849,45:04.7,9437,withdrawal,Bill Payment
850,29:48.1,2391,withdrawal,Online Transfer
850,39:50.8,7837,withdrawal,Bill Payment
850,17:41.8,1754,withdrawal,ATM Withdrawal
850,39:22.4,3320,deposit,Check Deposit
850,33:04.8,3283,payment,Grocery Shopping
851,26:35.0,4080,withdrawal,ATM Withdrawal
851,32:15.7,2970,payment,Restaurant Bill
851,04:03.6,1621,deposit,Salary Deposit
851,20:14.8,3333,withdrawal,Online Transfer
851,27:00.9,1702,deposit,Cash Deposit
851,24:52.7,193,withdrawal,Bill Payment
851,22:18.4,3290,deposit,Salary Deposit
851,14:41.4,8414,withdrawal,Online Transfer
852,28:15.1,1927,deposit,Salary Deposit
852,36:38.0,956,withdrawal,Online Transfer
853,04:35.2,7697,withdrawal,ATM Withdrawal
854,13:39.1,6648,withdrawal,Online Transfer
854,58:49.0,877,withdrawal,Online Transfer
854,43:48.1,7776,withdrawal,Bill Payment
854,41:59.5,6468,withdrawal,Bill Payment
854,43:53.4,9963,withdrawal,Online Transfer
855,49:08.2,6357,withdrawal,Online Transfer
856,50:17.2,7438,withdrawal,ATM Withdrawal
856,48:24.2,3224,deposit,Salary Deposit
856,41:10.4,8384,payment,Restaurant Bill
856,15:19.9,7000,deposit,Check Deposit
856,19:47.9,6049,payment,Restaurant Bill
857,51:32.7,4552,withdrawal,Online Transfer
857,24:38.1,7550,deposit,Cash Deposit
857,05:12.3,4573,withdrawal,Bill Payment
857,23:39.4,7774,payment,Online Purchase
857,58:16.8,2623,deposit,Salary Deposit
857,11:52.0,2750,withdrawal,ATM Withdrawal
857,30:23.4,6906,payment,Restaurant Bill
860,11:38.3,3247,payment,Restaurant Bill
860,30:51.6,1528,payment,Restaurant Bill
860,52:30.6,4975,payment,Restaurant Bill
860,04:39.4,3006,payment,Restaurant Bill
860,34:05.8,1754,withdrawal,Online Transfer
860,55:12.7,5857,payment,Restaurant Bill
860,43:30.3,1970,withdrawal,Bill Payment
860,33:10.9,2950,withdrawal,Bill Payment
862,26:25.7,3222,payment,Online Purchase
862,35:28.6,9239,payment,Grocery Shopping
862,47:30.5,7958,withdrawal,Bill Payment
864,55:13.4,5481,payment,Restaurant Bill
864,31:34.6,5375,payment,Online Purchase
864,55:10.2,4644,deposit,Check Deposit
865,35:08.0,6032,withdrawal,Online Transfer
865,58:03.6,5691,deposit,Salary Deposit
865,00:00.4,4467,withdrawal,Bill Payment
865,44:54.3,3309,deposit,Salary Deposit
865,45:12.7,3488,withdrawal,Online Transfer
865,03:37.0,7723,withdrawal,Bill Payment
865,17:59.0,8716,payment,Online Purchase
865,10:29.5,7689,deposit,Cash Deposit
865,11:42.7,6388,deposit,Cash Deposit
866,12:25.9,5587,deposit,Check Deposit
867,39:57.8,5983,deposit,Cash Deposit
867,58:52.2,4481,deposit,Salary Deposit
867,59:53.9,3059,withdrawal,ATM Withdrawal
867,28:54.8,7782,payment,Online Purchase
867,12:06.5,4763,withdrawal,Online Transfer
867,44:43.1,7270,withdrawal,Online Transfer
867,28:16.9,1940,payment,Restaurant Bill
867,09:53.1,3178,payment,Grocery Shopping
867,02:03.6,5873,payment,Grocery Shopping
868,20:39.1,4394,deposit,Salary Deposit
868,02:51.7,7402,deposit,Check Deposit
868,06:45.9,1359,payment,Online Purchase
868,04:06.6,8107,withdrawal,Bill Payment
869,04:46.1,4787,deposit,Check Deposit
870,28:03.6,2300,payment,Restaurant Bill
870,23:12.7,9589,deposit,Cash Deposit
870,18:58.7,8603,deposit,Salary Deposit
870,45:51.0,4144,payment,Online Purchase
871,20:53.8,8151,deposit,Check Deposit
871,34:24.6,5497,deposit,Check Deposit
871,38:18.6,2802,deposit,Salary Deposit
871,37:41.6,2764,payment,Online Purchase
871,45:40.1,5245,withdrawal,Bill Payment
871,50:47.3,5594,deposit,Cash Deposit
871,00:24.9,1417,withdrawal,ATM Withdrawal
871,38:02.9,8649,withdrawal,Online Transfer
872,45:42.5,3612,deposit,Check Deposit
872,02:05.0,6619,withdrawal,ATM Withdrawal
872,25:28.3,911,withdrawal,ATM Withdrawal
872,14:05.3,5699,deposit,Cash Deposit
873,20:39.9,2893,withdrawal,ATM Withdrawal
873,53:10.5,5835,withdrawal,Bill Payment
874,36:05.4,4953,withdrawal,ATM Withdrawal
874,02:24.5,5549,deposit,Check Deposit
874,09:35.7,6912,withdrawal,ATM Withdrawal
874,17:36.7,2169,payment,Online Purchase
874,09:19.6,498,deposit,Salary Deposit
874,50:08.6,4298,withdrawal,Online Transfer
875,22:37.9,890,payment,Grocery Shopping
876,08:45.0,7171,payment,Grocery Shopping
876,43:53.2,1409,payment,Restaurant Bill
877,23:59.9,8311,withdrawal,ATM Withdrawal
877,50:59.6,649,deposit,Cash Deposit
877,20:10.4,3403,deposit,Cash Deposit
877,55:42.9,4578,deposit,Salary Deposit
877,28:14.9,8751,payment,Grocery Shopping
877,15:32.0,9539,deposit,Check Deposit
878,27:41.4,521,deposit,Salary Deposit
878,21:17.4,7045,payment,Grocery Shopping
879,37:06.5,5690,payment,Restaurant Bill
880,20:48.1,882,deposit,Salary Deposit
880,02:38.4,1096,payment,Online Purchase
881,39:30.5,5787,payment,Restaurant Bill
881,11:34.1,3382,deposit,Cash Deposit
881,19:35.0,9068,payment,Online Purchase
881,50:36.3,1525,withdrawal,ATM Withdrawal
881,58:28.8,6127,withdrawal,Online Transfer
881,56:53.6,2050,deposit,Check Deposit
881,04:28.3,9648,withdrawal,Online Transfer
881,09:23.8,8376,withdrawal,Bill Payment
882,32:04.8,7080,withdrawal,Online Transfer
882,16:42.7,2058,payment,Online Purchase
883,15:39.1,9595,deposit,Check Deposit
883,00:02.2,7969,payment,Restaurant Bill
883,08:21.8,9573,payment,Grocery Shopping
883,57:26.9,9380,withdrawal,Online Transfer
883,09:29.0,7902,deposit,Cash Deposit
883,34:44.5,735,withdrawal,Bill Payment
883,56:10.6,6325,deposit,Check Deposit
883,42:59.1,8279,deposit,Cash Deposit
885,36:49.5,9866,payment,Restaurant Bill
885,43:00.7,1645,deposit,Check Deposit
886,04:13.0,4351,withdrawal,Online Transfer
886,27:42.3,1144,payment,Grocery Shopping
886,21:35.8,8933,withdrawal,Online Transfer
886,11:30.8,812,withdrawal,ATM Withdrawal
886,02:42.4,3150,payment,Online Purchase
886,53:50.9,5258,withdrawal,Online Transfer
886,08:27.6,553,deposit,Check Deposit
887,11:46.0,8778,withdrawal,ATM Withdrawal
887,31:38.3,2555,deposit,Check Deposit
887,41:33.8,6281,withdrawal,Online Transfer
887,13:31.7,9894,deposit,Salary Deposit
888,58:23.8,3763,withdrawal,Online Transfer
888,20:35.2,6616,deposit,Check Deposit
888,07:26.8,8595,payment,Online Purchase
888,18:20.7,307,payment,Online Purchase
888,15:08.1,9408,payment,Online Purchase
889,34:10.3,8932,withdrawal,Online Transfer
889,56:54.7,2138,withdrawal,Bill Payment
889,35:01.0,8914,withdrawal,Online Transfer
889,25:19.2,3821,payment,Grocery Shopping
889,27:01.3,9836,deposit,Cash Deposit
889,22:58.9,902,deposit,Cash Deposit
889,03:35.7,8413,withdrawal,Online Transfer
889,44:37.1,4672,payment,Grocery Shopping
889,18:35.9,747,withdrawal,Bill Payment
890,07:35.5,2757,withdrawal,Online Transfer
891,58:13.7,7186,deposit,Check Deposit
891,49:09.1,6623,payment,Restaurant Bill
891,53:11.9,4046,payment,Restaurant Bill
891,21:05.2,9868,withdrawal,ATM Withdrawal
892,25:22.1,1913,withdrawal,ATM Withdrawal
892,03:23.3,6832,withdrawal,Bill Payment
892,55:34.8,3570,deposit,Salary Deposit
893,02:54.4,7529,deposit,Check Deposit
893,50:35.1,4957,payment,Online Purchase
893,05:18.0,2021,withdrawal,Online Transfer
893,54:51.3,2207,withdrawal,ATM Withdrawal
893,15:02.5,3840,deposit,Check Deposit
894,03:28.8,4279,withdrawal,ATM Withdrawal
894,49:02.5,6315,payment,Restaurant Bill
894,47:48.5,6229,deposit,Check Deposit
895,54:28.1,1466,payment,Restaurant Bill
895,24:06.1,3453,withdrawal,ATM Withdrawal
895,44:22.7,7192,deposit,Check Deposit
895,43:35.0,5212,deposit,Cash Deposit
895,25:26.4,1481,withdrawal,ATM Withdrawal
895,02:24.5,5247,withdrawal,ATM Withdrawal
895,43:22.4,4704,withdrawal,Online Transfer
895,21:14.0,5278,withdrawal,Bill Payment
